,FIBA_P&R Ball Handler,FIBA_Spot-Up,FIBA_Transition,FIBA_ISO,FIBA_Post-Up,FIBA_P&R Roll Man,FIBA_Cut,FIBA_Offensive Rebound,FIBA_Off Screen,FIBA_Hand Off,FIBA_Cluster,INTL_P&R Ball Handler,INTL_Spot-Up,INTL_Transition,INTL_ISO,INTL_Post-Up,INTL_P&R Roll Man,INTL_Cut,INTL_Offensive Rebound,INTL_Off Screen,INTL_Hand Off,INTL_Cluster,NBA_P&R Ball Handler,NBA_Spot-Up,NBA_Transition,NBA_ISO,NBA_Post-Up,NBA_P&R Roll Man,NBA_Cut,NBA_Offensive Rebound,NBA_Off Screen,NBA_Hand Off,NBA_Cluster
2210,,,,,,,,,,,,0,61,66,38,367,335,230,137,12,0,5,,,,,,,,,,,
2037,,,,,,,,,,,,3,44,97,23,353,228,176,313,5,2,5,,,,,,,,,,,
2277,,,,,,,,,,,,418,291,136,160,38,0,30,62,78,31,1,,,,,,,,,,,
2202,,,,,,,,,,,,389,254,152,86,17,3,74,58,138,72,1,,,,,,,,,,,
2240,,,,,,,,,,,,20,463,117,57,103,76,72,88,233,13,4,,,,,,,,,,,
2337,,,,,,,,,,,,562,232,159,45,7,0,52,73,75,35,1,,,,,,,,,,,
2449,,,,,,,,,,,,589,263,156,82,0,0,16,67,28,39,1,,,,,,,,,,,
2653,,,,,,,,,,,,808,208,77,51,1,0,11,52,11,20,2,,,,,,,,,,,
2372,,,,,,,,,,,,436,218,126,65,2,0,31,33,239,88,1,,,,,,,,,,,
2585,,,,,,,,,,,,771,122,93,143,4,0,13,21,46,25,2,,,,,,,,,,,
2127,,,,,,,,,,,,83,490,120,119,101,63,70,72,112,7,4,,,,,,,,,,,
2150,,,,,,,,,,,,3,160,150,36,290,190,216,181,6,5,5,,,,,,,,,,,
2390,,,,,,,,,,,,492,237,125,138,0,2,24,42,113,63,1,,,,,,,,,,,
2713,,,,,,,,,,,,716,221,82,35,2,1,29,35,74,41,2,,,,,,,,,,,
2547,,,,,,,,,,,,754,116,82,179,22,0,16,18,20,26,2,,,,,,,,,,,
2118,,,,,,,,,,,,8,158,138,72,192,198,194,251,14,5,3,,,,,,,,,,,
2126,,,,,,,,,,,,368,199,181,198,39,1,51,48,111,34,1,,,,,,,,,,,
2488,,,,,,,,,,,,755,116,71,91,66,0,14,68,16,32,2,,,,,,,,,,,
1951,,,,,,,,,,,,1,19,114,21,319,289,251,211,2,1,3,,,,,,,,,,,
2152,,,,,,,,,,,,1,20,64,2,285,302,237,316,0,1,3,,,,,,,,,,,
2194,,,,,,,,,,,,57,297,140,95,362,11,58,160,37,11,0,,,,,,,,,,,
2255,,,,,,,,,,,,543,93,183,191,38,0,22,84,34,38,1,,,,,,,,,,,
2233,,,,,,,,,,,,240,379,138,89,53,12,44,72,166,32,6,,,,,,,,,,,
2526,,,,,,,,,,,,688,144,124,81,17,0,50,75,15,31,2,,,,,,,,,,,
2113,,,,,,,,,,,,296,234,180,52,101,1,159,150,23,28,6,,,,,,,,,,,
2125,,,,,,,,,,,,14,256,125,40,239,166,165,183,35,1,0,,,,,,,,,,,
2007,,,,,,,,,,,,1,92,69,31,446,190,184,199,5,1,5,,,,,,,,,,,
2100,,,,,,,,,,,,0,109,71,38,544,170,146,130,7,0,5,,,,,,,,,,,
2197,,,,,,,,,,,,29,323,103,108,251,87,137,122,45,9,0,,,,,,,,,,,
2527,,,,,,,,,,,,747,163,107,65,1,0,18,56,19,37,2,,,,,,,,,,,
2645,,,,,,,,,,,,818,135,83,63,2,0,5,18,25,64,2,,,,,,,,,,,
2264,,,,,,,,,,,,128,247,92,30,5,0,16,39,575,79,6,,,,,,,,,,,
2340,,,,,,,,,,,,479,229,171,117,4,0,45,105,31,29,1,,,,,,,,,,,
2221,,,,,,,,,,,,68,434,97,40,223,21,65,166,49,46,0,,,,,,,,,,,
2123,,,,,,,,,,,,0,212,91,20,154,164,262,295,9,1,3,,,,,,,,,,,
2133,,,,,,,,,,,,81,413,213,57,92,2,139,185,17,9,4,,,,,,,,,,,
2075,,,,,,,,,,,,10,297,148,109,203,106,142,159,30,3,0,,,,,,,,,,,
2444,,,,,,,,,,,,652,189,107,126,1,0,9,31,61,25,2,,,,,,,,,,,
2338,,,,,,,,,,,,650,158,106,131,15,0,19,69,11,37,2,,,,,,,,,,,
2295,,,,,,,,,,,,123,457,141,63,44,7,137,126,84,13,4,,,,,,,,,,,
2637,,,,,,,,,,,,748,124,158,88,0,0,7,39,8,23,2,,,,,,,,,,,
2179,,,,,,,,,,,,1,44,65,4,298,165,273,341,1,1,3,,,,,,,,,,,
2294,,,,,,,,,,,,418,300,150,125,5,0,47,110,19,19,1,,,,,,,,,,,
2054,,,,,,,,,,,,1,66,60,4,397,270,196,196,2,0,5,,,,,,,,,,,
2445,,,,,,,,,,,,652,132,100,172,3,0,5,18,69,40,2,,,,,,,,,,,
2440,,,,,,,,,,,,648,195,101,50,4,0,38,44,93,17,2,,,,,,,,,,,
2640,,,,,,,,,,,,650,193,63,218,3,0,5,19,24,15,2,,,,,,,,,,,
2362,,,,,,,,,,,,572,188,109,169,0,0,19,32,51,49,1,,,,,,,,,,,
2355,,,,,,,,,,,,457,214,128,115,81,0,46,33,90,23,1,,,,,,,,,,,
2572,,,,,,,,,,,,693,124,56,185,0,0,8,36,49,35,2,,,,,,,,,,,
2557,,,,,,,,,,,,644,189,104,158,3,0,11,28,24,24,2,,,,,,,,,,,
2148,,,,,,,,,,,,1,73,100,10,234,212,286,257,6,4,3,,,,,,,,,,,
2270,,,,,,,,,,,,201,386,192,61,25,12,118,132,39,16,6,,,,,,,,,,,
2199,,,,,,,,,,,,47,324,123,40,100,40,237,249,8,12,0,,,,,,,,,,,
2383,,,,,,,,,,,,525,179,123,99,5,2,55,50,96,46,1,,,,,,,,,,,
2366,,,,,,,,,,,,387,306,127,89,76,1,54,91,25,23,1,,,,,,,,,,,
2555,,,,,,,,,,,,736,96,157,138,2,0,5,30,6,8,2,,,,,,,,,,,
2176,,,,,,,,,,,,3,274,130,62,302,83,144,135,40,2,0,,,,,,,,,,,
2430,,,,,,,,,,,,359,423,169,83,1,0,40,48,41,10,6,,,,,,,,,,,
2612,,,,,,,,,,,,776,156,49,93,3,1,16,24,41,15,2,,,,,,,,,,,
2257,,,,,,,,,,,,351,294,201,56,14,1,97,93,45,21,6,,,,,,,,,,,
2410,,,,,,,,,,,,451,224,190,123,24,0,26,35,73,27,1,,,,,,,,,,,
2290,,,,,,,,,,,,273,364,174,70,8,2,26,42,144,68,6,,,,,,,,,,,
2283,,,,,,,,,,,,2,359,90,27,352,116,80,118,21,4,0,,,,,,,,,,,
2635,,,,,,,,,,,,722,125,117,126,0,0,6,36,11,25,2,,,,,,,,,,,
2455,,,,,,,,,,,,258,480,117,41,1,2,3,44,198,23,6,,,,,,,,,,,
2503,,,,,,,,,,,,513,207,117,86,0,0,34,53,128,29,1,,,,,,,,,,,
2505,,,,,,,,,,,,636,153,131,119,18,0,28,29,18,35,2,,,,,,,,,,,
2418,,,,,,,,,,,,629,206,113,91,0,1,19,44,33,29,2,,,,,,,,,,,
2155,,,,,,,,,,,,23,296,120,83,235,65,124,138,67,12,0,,,,,,,,,,,
2391,,,,,,,,,,,,455,250,118,65,52,4,45,125,14,35,1,,,,,,,,,,,
2429,,,,,,,,,,,,708,128,96,137,10,0,4,39,16,24,2,,,,,,,,,,,
2482,,,,,,,,,,,,537,257,79,39,0,4,36,29,156,24,1,,,,,,,,,,,
2246,,,,,,,,,,,,112,304,148,129,224,8,79,63,60,31,0,,,,,,,,,,,
2392,,,,,,,,,,,,189,278,169,54,97,6,109,160,67,29,6,,,,,,,,,,,
2244,,,,,,,,,,,,2,63,58,18,211,291,246,259,6,3,3,,,,,,,,,,,
2318,,,,,,,,,,,,336,331,178,61,5,10,44,94,58,40,6,,,,,,,,,,,
2443,,,,,,,,,,,,607,230,100,88,1,4,6,25,46,50,2,,,,,,,,,,,
2663,,,,,,,,,,,,714,92,72,208,4,0,11,24,17,15,2,,,,,,,,,,,
2674,,,,,,,,,,,,630,156,133,71,5,0,39,44,45,32,2,,,,,,,,,,,
2289,,,,,,,,,,,,194,202,210,46,72,2,92,151,101,84,6,,,,,,,,,,,
2104,,,,,,,,,,,,1,15,42,0,156,258,291,388,0,0,3,,,,,,,,,,,
2261,,,,,,,,,,,,0,33,150,0,155,188,299,321,1,4,3,,,,,,,,,,,
2407,,,,,,,,,,,,296,358,136,33,2,1,49,60,190,26,6,,,,,,,,,,,
2313,,,,,,,,,,,,217,249,215,45,3,0,60,59,233,67,6,,,,,,,,,,,
2683,,,,,,,,,,,,696,115,90,150,12,0,6,26,29,24,2,,,,,,,,,,,
2169,,,,,,,,,,,,39,502,105,24,41,11,73,292,33,26,4,,,,,,,,,,,
2370,,,,,,,,,,,,458,164,175,180,12,0,23,76,33,25,1,,,,,,,,,,,
2301,,,,,,,,,,,,198,364,141,34,56,2,161,149,25,15,6,,,,,,,,,,,
2307,,,,,,,,,,,,523,170,166,113,10,0,22,39,72,29,1,,,,,,,,,,,
2348,,,,,,,,,,,,36,359,127,77,169,118,80,118,57,3,0,,,,,,,,,,,
2476,,,,,,,,,,,,652,177,89,69,6,0,35,18,44,52,2,,,,,,,,,,,
2305,,,,,,,,,,,,103,404,204,29,13,3,55,188,109,30,4,,,,,,,,,,,
2386,,,,,,,,,,,,495,239,149,50,2,0,40,102,20,41,1,,,,,,,,,,,
2453,,,,,,,,,,,,629,202,97,80,2,0,24,30,52,22,2,,,,,,,,,,,
2297,,,,,,,,,,,,348,176,151,162,87,1,34,60,93,24,1,,,,,,,,,,,
2256,,,,,,,,,,,,4,30,77,11,274,232,271,230,4,2,3,,,,,,,,,,,
2279,,,,,,,,,,,,15,372,178,69,81,100,121,154,43,2,4,,,,,,,,,,,
2433,,,,,,,,,,,,527,155,127,68,9,1,29,29,140,50,1,,,,,,,,,,,
2416,,,,,,,,,,,,0,206,57,8,174,331,146,176,33,2,3,,,,,,,,,,,
2119,,,,,,,,,,,,21,370,159,96,141,112,42,147,38,6,0,,,,,,,,,,,
2171,,,,,,,,,,,,0,42,24,13,607,131,135,169,11,0,5,,,,,,,,,,,
2260,,,,,,,,,,,,6,262,96,43,269,121,138,186,10,1,0,,,,,,,,,,,
2306,,,,,,,,,,,,440,189,166,130,2,0,23,40,72,69,1,,,,,,,,,,,
2592,,,,,,,,,,,,636,171,133,81,1,0,15,28,47,19,2,,,,,,,,,,,
2065,,,,,,,,,,,,0,76,38,6,371,208,235,193,3,0,5,,,,,,,,,,,
2110,,,,,,,,,,,,14,180,101,28,245,140,200,213,0,8,0,,,,,,,,,,,
2252,,,,,,,,,,,,4,399,77,28,166,136,130,119,58,10,0,,,,,,,,,,,
2298,,,,,,,,,,,,331,146,167,231,8,1,52,66,106,19,1,,,,,,,,,,,
2504,,,,,,,,,,,,421,278,100,53,3,5,17,20,195,35,1,,,,,,,,,,,
2189,,,,,,,,,,,,236,324,202,75,19,3,87,97,52,31,6,,,,,,,,,,,
2167,,,,,,,,,,,,9,360,96,45,137,115,124,170,66,2,0,,,,,,,,,,,
2312,,,,,,,,,,,,97,323,112,126,226,49,62,47,74,8,0,,,,,,,,,,,
2332,,,,,,,,,,,,2,377,80,58,242,133,90,116,23,3,0,,,,,,,,,,,
2213,,,,,,,,,,,,3,166,80,17,205,188,294,156,11,1,3,,,,,,,,,,,
2539,,,,,,,,,,,,522,178,88,139,35,1,30,74,44,10,1,,,,,,,,,,,
2450,,,,,,,,,,,,457,142,246,144,18,1,31,41,18,22,1,,,,,,,,,,,
2232,,,,,,,,,,,,2,82,32,3,196,378,190,232,0,1,3,,,,,,,,,,,
2349,,,,,,,,,,,,109,503,104,20,41,45,34,83,155,22,4,,,,,,,,,,,
2420,,,,,,,,,,,,302,256,175,89,50,13,74,55,64,38,6,,,,,,,,,,,
2544,,,,,,,,,,,,521,212,104,76,31,0,12,47,72,41,1,,,,,,,,,,,
2182,,,,,,,,,,,,0,14,37,5,399,232,206,220,0,0,5,,,,,,,,,,,
2458,,,,,,,,,,,,410,117,103,309,41,0,4,30,82,15,1,,,,,,,,,,,
2466,,,,,,,,,,,,539,148,74,104,29,2,39,35,89,52,1,,,,,,,,,,,
2154,,,,,,,,,,,,2,50,164,16,182,224,192,270,5,4,3,,,,,,,,,,,
2326,,,,,,,,,,,,468,164,138,144,3,0,38,45,81,27,1,,,,,,,,,,,
2693,,,,,,,,,,,,554,206,131,94,2,0,31,58,15,17,1,,,,,,,,,,,
2472,,,,,,,,,,,,546,176,88,97,68,1,39,39,18,33,1,,,,,,,,,,,
2151,,,,,,,,,,,,2,50,35,24,483,193,147,168,2,0,5,,,,,,,,,,,
2209,,,,,,,,,,,,2,193,40,44,288,230,129,152,23,3,5,,,,,,,,,,,
2278,,,,,,,,,,,,16,474,136,75,110,57,42,48,141,3,4,,,,,,,,,,,
2296,,,,,,,,,,,,197,359,157,66,91,12,66,54,76,21,6,,,,,,,,,,,
2300,,,,,,,,,,,,2,75,43,34,224,322,208,182,8,1,3,,,,,,,,,,,
2469,,,,,,,,,,,,389,209,168,42,0,2,44,24,147,74,1,,,,,,,,,,,
2734,,,,,,,,,,,,643,90,120,175,0,0,4,21,21,25,2,,,,,,,,,,,
2287,,,,,,,,,,,,9,477,127,17,126,97,96,128,21,0,4,,,,,,,,,,,
2207,,,,,,,,,,,,3,77,94,19,184,250,199,262,7,2,3,,,,,,,,,,,
2796,,,,,,,,,,,,685,110,127,116,2,1,6,21,5,22,2,,,,,,,,,,,
2273,,,,,,,,,,,,2,38,95,27,254,257,182,236,1,2,3,,,,,,,,,,,
2465,,,,,,,,,,,,18,394,77,44,158,159,91,90,61,1,0,,,,,,,,,,,
2203,,,,,,,,,,,,21,332,152,61,141,119,85,147,30,4,0,,,,,,,,,,,
2242,,,,,,,,,,,,0,40,27,6,364,225,201,225,2,2,5,,,,,,,,,,,
2357,,,,,,,,,,,,26,109,60,250,407,70,75,88,5,0,5,,,,,,,,,,,
2398,,,,,,,,,,,,153,499,156,24,5,1,21,91,110,30,4,,,,,,,,,,,
2254,,,,,,,,,,,,2,399,81,32,80,81,138,223,48,3,4,,,,,,,,,,,
2314,,,,,,,,,,,,105,243,143,125,264,12,56,110,25,4,0,,,,,,,,,,,
2243,,,,,,,,,,,,1,90,63,30,366,193,193,133,13,2,5,,,,,,,,,,,
2324,,,,,,,,,,,,61,379,80,31,183,9,76,100,123,42,4,,,,,,,,,,,
2231,,,,,,,,,,,,0,35,41,2,285,277,253,190,0,0,3,,,,,,,,,,,
2309,,,,,,,,,,,,25,294,150,78,96,37,156,199,35,12,0,,,,,,,,,,,
2485,,,,,,,,,,,,327,93,135,298,102,2,23,69,22,11,1,,,,,,,,,,,
2584,,,,,,,,,,,,464,242,146,90,4,0,23,26,60,27,1,,,,,,,,,,,
2598,,,,,,,,,,,,484,209,74,44,1,0,17,15,189,47,1,,,,,,,,,,,
2225,,,,,,,,,,,,17,341,81,22,299,92,45,72,92,18,0,,,,,,,,,,,
2206,,,,,,,,,,,,1,73,52,16,196,224,252,259,4,1,3,,,,,,,,,,,
2323,,,,,,,,,,,,315,303,175,95,31,2,46,44,39,27,6,,,,,,,,,,,
2341,,,,,,,,,,,,60,409,138,61,105,64,64,119,35,22,4,,,,,,,,,,,
2316,,,,,,,,,,,,22,383,137,30,20,118,97,144,113,11,4,,,,,,,,,,,
2560,,,,,,,,,,,,522,185,98,70,3,1,18,26,109,40,1,,,,,,,,,,,
2237,,,,,,,,,,,,0,10,80,11,226,232,214,294,3,1,3,,,,,,,,,,,
2524,,,,,,,,,,,,283,295,55,132,79,38,26,39,101,23,6,,,,,,,,,,,
2291,,,,,,,,,,,,29,356,91,56,192,91,103,128,21,3,0,,,,,,,,,,,
2322,,,,,,,,,,,,18,402,142,24,174,23,75,166,40,6,4,,,,,,,,,,,
2481,,,,,,,,,,,,546,154,103,145,43,0,14,23,26,16,2,,,,,,,,,,,
2241,,,,,,,,,,,,1,28,76,2,96,333,260,268,1,4,3,,,,,,,,,,,
2649,,,,,,,,,,,,589,143,89,172,0,1,6,29,26,14,2,,,,,,,,,,,
2655,,,,,,,,,,,,594,208,100,59,0,0,7,38,40,22,2,,,,,,,,,,,
2215,,,,,,,,,,,,11,70,159,45,126,257,211,184,3,1,3,,,,,,,,,,,
2274,,,,,,,,,,,,4,241,124,70,233,52,150,152,36,3,0,,,,,,,,,,,
2553,,,,,,,,,,,,395,210,99,107,50,1,27,29,103,44,1,,,,,,,,,,,
2222,,,,,,,,,,,,2,38,32,8,221,241,276,240,2,4,3,,,,,,,,,,,
2376,,,,,,,,,,,,8,202,91,11,130,285,124,181,30,1,3,,,,,,,,,,,
2315,,,,,,,,,,,,182,298,139,28,3,0,18,47,295,51,6,,,,,,,,,,,
2387,,,,,,,,,,,,97,324,148,70,130,16,98,107,54,16,4,,,,,,,,,,,
2497,,,,,,,,,,,,297,187,101,196,0,0,14,36,173,56,6,,,,,,,,,,,
2304,,,,,,,,,,,,2,176,80,80,169,107,225,206,13,1,0,,,,,,,,,,,
2396,,,,,,,,,,,,1,7,41,19,383,204,225,177,1,1,5,,,,,,,,,,,
2404,,,,,,,,,,,,112,438,108,37,55,18,26,53,158,54,4,,,,,,,,,,,
2513,,,,,,,,,,,,520,183,71,91,5,0,13,44,79,53,1,,,,,,,,,,,
2071,,,,,,,,,,,,2,39,51,9,76,317,237,324,2,0,3,,,,,,,,,,,
2559,,,,,,,,,,,,481,221,75,153,1,0,6,34,63,23,1,,,,,,,,,,,
2613,,,,,,,,,,,,593,124,132,88,2,0,2,31,36,47,2,,,,,,,,,,,
2230,,,,,,,,,,,,5,51,92,18,152,286,238,206,4,0,3,,,,,,,,,,,
2379,,,,,,,,,,,,191,210,190,125,84,10,64,106,40,31,6,,,,,,,,,,,
2400,,,,,,,,,,,,165,162,167,176,124,3,112,96,34,7,6,,,,,,,,,,,
2426,,,,,,,,,,,,275,297,121,108,22,3,39,64,99,17,6,,,,,,,,,,,
2849,,,,,,,,,,,,493,218,123,37,1,3,45,48,52,25,1,,,,,,,,,,,
2666,,,,,,,,,,,,499,190,98,79,4,0,22,32,105,15,1,,,,,,,,,,,
2434,,,,,,,,,,,,277,334,155,62,0,1,20,49,123,20,6,,,,,,,,,,,
2727,,,,,,,,,,,,573,102,119,108,28,0,21,31,33,26,2,,,,,,,,,,,
2159,,,,,,,,,,,,0,43,59,12,200,246,219,257,3,1,3,,,,,,,,,,,
2248,,,,,,,,,,,,0,51,50,13,316,313,145,147,3,1,5,,,,,,,,,,,
2454,,,,,,,,,,,,81,392,173,42,5,2,56,126,148,13,4,,,,,,,,,,,
2844,,,,,,,,,,,,640,112,55,155,17,0,10,21,17,11,2,,,,,,,,,,,
2695,,,,,,,,,,,,599,88,94,132,34,0,16,40,15,17,2,,,,,,,,,,,
2303,,,,,,,,,,,,0,28,98,4,76,227,268,330,0,3,3,,,,,,,,,,,
2738,,,,,,,,,,,,574,160,88,86,4,0,23,40,24,34,2,,,,,,,,,,,
2335,,,,,,,,,,,,2,204,77,11,130,272,111,177,46,2,0,,,,,,,,,,,
2234,,,,,,,,,,,,4,155,28,28,395,190,89,129,11,2,5,,,,,,,,,,,
2698,,,,,,,,,,,,510,185,92,51,2,0,20,23,89,58,1,,,,,,,,,,,
2401,,,,,,,,,,,,447,251,97,81,5,0,49,46,18,35,1,,,,,,,,,,,
2534,,,,,,,,,,,,568,215,69,86,1,0,3,54,11,22,2,,,,,,,,,,,
2586,,,,,,,,,,,,603,113,107,90,0,1,20,35,40,20,2,,,,,,,,,,,
2378,,,,,,,,,,,,33,353,122,56,68,96,95,153,41,11,4,,,,,,,,,,,
2421,,,,,,,,,,,,229,283,185,42,0,1,68,56,115,48,6,,,,,,,,,,,
2728,,,,,,,,,,,,386,240,109,70,118,1,19,51,24,9,1,,,,,,,,,,,
2550,,,,,,,,,,,,349,187,119,59,108,0,47,119,24,14,1,,,,,,,,,,,
2609,,,,,,,,,,,,501,146,132,102,30,5,16,24,41,29,1,,,,,,,,,,,
2759,,,,,,,,,,,,557,183,91,72,2,0,11,24,51,33,2,,,,,,,,,,,
2828,,,,,,,,,,,,605,119,84,151,1,0,2,25,13,24,2,,,,,,,,,,,
2214,,,,,,,,,,,,1,8,21,8,527,158,133,164,2,0,5,,,,,,,,,,,
2385,,,,,,,,,,,,2,298,138,10,166,116,162,117,11,2,0,,,,,,,,,,,
2538,,,,,,,,,,,,242,307,136,77,79,3,32,28,95,21,6,,,,,,,,,,,
2333,,,,,,,,,,,,90,280,184,102,73,52,78,116,35,8,4,,,,,,,,,,,
2343,,,,,,,,,,,,172,472,122,27,7,1,31,103,62,20,4,,,,,,,,,,,
2473,,,,,,,,,,,,11,450,135,12,90,51,82,148,27,7,4,,,,,,,,,,,
2697,,,,,,,,,,,,514,158,91,174,0,1,3,36,15,21,2,,,,,,,,,,,
2712,,,,,,,,,,,,501,121,52,195,5,1,11,21,72,34,2,,,,,,,,,,,
2328,,,,,,,,,,,,13,274,167,39,107,65,142,132,60,10,0,,,,,,,,,,,
2457,,,,,,,,,,,,294,271,103,57,62,0,82,46,75,19,6,,,,,,,,,,,
2519,,,,,,,,,,,,125,201,174,177,99,41,44,80,55,13,6,,,,,,,,,,,
2228,,,,,,,,,,,,2,264,42,18,230,236,88,107,13,8,0,,,,,,,,,,,
2438,,,,,,,,,,,,2,359,89,5,93,189,73,146,47,5,0,,,,,,,,,,,
2626,,,,,,,,,,,,241,303,112,33,145,4,39,78,37,15,6,,,,,,,,,,,
2545,,,,,,,,,,,,485,96,203,94,20,0,34,28,23,23,1,,,,,,,,,,,
2765,,,,,,,,,,,,553,204,65,87,6,0,19,42,24,4,2,,,,,,,,,,,
2424,,,,,,,,,,,,2,225,71,1,185,196,118,186,11,6,0,,,,,,,,,,,
2604,,,,,,,,,,,,463,168,120,108,0,0,10,43,56,32,1,,,,,,,,,,,
2715,,,,,,,,,,,,479,213,68,96,2,0,14,41,49,38,1,,,,,,,,,,,
2439,,,,,,,,,,,,57,264,106,180,83,84,59,81,77,8,0,,,,,,,,,,,
2266,,,,,,,,,,,,2,26,35,3,318,213,151,248,1,1,5,,,,,,,,,,,
2536,,,,,,,,,,,,526,98,173,124,1,0,21,20,10,24,2,,,,,,,,,,,
3059,,,,,,,,,,,,620,192,52,47,0,1,10,25,19,29,2,,,,,,,,,,,
2308,,,,,,,,,,,,60,276,113,30,158,1,49,112,174,21,0,,,,,,,,,,,
2395,,,,,,,,,,,,70,374,113,57,97,4,46,91,129,13,4,,,,,,,,,,,
2778,,,,,,,,,,,,506,228,96,62,0,1,18,37,36,10,1,,,,,,,,,,,
2448,,,,,,,,,,,,10,251,144,19,195,124,73,112,64,1,0,,,,,,,,,,,
2347,,,,,,,,,,,,1,101,38,34,343,198,126,148,3,0,5,,,,,,,,,,,
2358,,,,,,,,,,,,9,428,60,47,64,103,83,129,56,12,4,,,,,,,,,,,
2405,,,,,,,,,,,,4,261,67,16,107,198,103,135,89,10,0,,,,,,,,,,,
2327,,,,,,,,,,,,11,328,130,61,176,123,49,50,54,7,0,,,,,,,,,,,
2498,,,,,,,,,,,,103,286,101,44,145,26,75,110,75,24,0,,,,,,,,,,,
2874,,,,,,,,,,,,569,172,56,84,0,1,13,36,18,40,2,,,,,,,,,,,
2888,,,,,,,,,,,,595,96,132,65,3,0,21,19,30,27,2,,,,,,,,,,,
2419,,,,,,,,,,,,3,275,98,24,81,98,168,210,26,4,0,,,,,,,,,,,
2836,,,,,,,,,,,,112,285,125,36,135,13,92,130,53,6,0,,,,,,,,,,,
2285,,,,,,,,,,,,24,298,113,5,79,80,194,169,18,6,0,,,,,,,,,,,
2737,,,,,,,,,,,,557,249,61,35,2,0,10,26,22,24,2,,,,,,,,,,,
2351,,,,,,,,,,,,1,60,44,20,233,209,210,207,1,0,3,,,,,,,,,,,
2570,,,,,,,,,,,,302,155,141,101,29,2,113,76,55,11,1,,,,,,,,,,,
3760,,,,,,,,,,,,583,76,66,119,73,1,24,30,5,8,2,,,,,,,,,,,
2302,,,,,,,,,,,,0,3,45,2,317,206,165,246,0,0,5,,,,,,,,,,,
2475,,,,,,,,,,,,56,233,96,36,238,52,116,103,42,9,0,,,,,,,,,,,
2516,,,,,,,,,,,,169,255,141,108,152,17,38,62,25,13,6,,,,,,,,,,,
2636,,,,,,,,,,,,531,102,124,131,1,0,6,41,24,20,2,,,,,,,,,,,
2732,,,,,,,,,,,,563,84,99,177,1,0,6,19,14,17,2,,,,,,,,,,,
2435,,,,,,,,,,,,1,131,88,17,244,110,181,199,7,1,5,,,,,,,,,,,
2800,,,,,,,,,,,,565,92,126,105,1,0,5,15,37,31,2,,,,,,,,,,,
2595,,,,,,,,,,,,397,278,88,51,1,0,14,62,64,20,1,,,,,,,,,,,
2495,,,,,,,,,,,,13,346,146,54,129,72,55,117,31,10,4,,,,,,,,,,,
2501,,,,,,,,,,,,7,470,75,13,39,108,55,107,93,6,4,,,,,,,,,,,
2646,,,,,,,,,,,,278,253,147,30,1,0,56,57,136,15,6,,,,,,,,,,,
3035,,,,,,,,,,,,541,174,91,54,4,0,16,42,34,17,2,,,,,,,,,,,
2415,,,,,,,,,,,,192,239,152,57,74,4,56,106,72,20,6,,,,,,,,,,,
2145,,,,,,,,,,,,1,21,48,2,405,162,181,148,2,1,5,,,,,,,,,,,
3032,,,,,,,,,,,,663,92,73,90,4,0,7,30,6,4,2,,,,,,,,,,,
2173,,,,,,,,,,,,0,28,31,23,299,184,148,251,4,0,5,,,,,,,,,,,
2477,,,,,,,,,,,,157,180,173,122,154,4,53,78,30,17,6,,,,,,,,,,,
2620,,,,,,,,,,,,318,285,90,109,7,1,7,40,86,25,6,,,,,,,,,,,
2470,,,,,,,,,,,,190,290,146,53,40,11,59,102,65,11,6,,,,,,,,,,,
2835,,,,,,,,,,,,584,90,88,150,0,0,8,24,10,13,2,,,,,,,,,,,
2512,,,,,,,,,,,,45,489,141,22,60,67,29,78,29,5,4,,,,,,,,,,,
2363,,,,,,,,,,,,2,73,46,4,279,222,146,181,10,1,5,,,,,,,,,,,
2403,,,,,,,,,,,,143,241,198,90,95,9,33,103,37,15,6,,,,,,,,,,,
2510,,,,,,,,,,,,197,272,169,53,23,12,54,84,75,25,6,,,,,,,,,,,
2423,,,,,,,,,,,,122,287,193,53,9,1,95,86,86,31,6,,,,,,,,,,,
2468,,,,,,,,,,,,144,285,170,41,64,16,60,93,74,15,6,,,,,,,,,,,
2794,,,,,,,,,,,,642,115,60,87,1,1,6,23,15,12,2,,,,,,,,,,,
2541,,,,,,,,,,,,94,352,130,45,8,0,26,42,221,43,6,,,,,,,,,,,
2461,,,,,,,,,,,,94,282,184,24,97,5,86,98,79,11,4,,,,,,,,,,,
2413,,,,,,,,,,,,0,115,19,3,298,204,121,179,16,4,5,,,,,,,,,,,
2537,,,,,,,,,,,,204,288,149,43,5,3,47,115,67,38,6,,,,,,,,,,,
2596,,,,,,,,,,,,413,183,111,81,1,1,20,20,95,33,1,,,,,,,,,,,
2354,,,,,,,,,,,,1,23,83,4,228,107,231,275,3,2,3,,,,,,,,,,,
2368,,,,,,,,,,,,0,64,42,28,307,195,168,149,4,0,5,,,,,,,,,,,
2587,,,,,,,,,,,,294,134,147,103,106,4,45,47,39,38,1,,,,,,,,,,,
2850,,,,,,,,,,,,695,86,52,66,1,0,12,13,17,14,2,,,,,,,,,,,
2976,,,,,,,,,,,,533,181,73,35,0,3,7,15,60,47,2,,,,,,,,,,,
2703,,,,,,,,,,,,302,161,126,129,61,1,47,57,29,40,1,,,,,,,,,,,
2611,,,,,,,,,,,,322,198,108,149,0,0,20,28,96,30,1,,,,,,,,,,,
