,FIBA_P&R Ball Handler,FIBA_Spot-Up,FIBA_Transition,FIBA_ISO,FIBA_Post-Up,FIBA_P&R Roll Man,FIBA_Cut,FIBA_Offensive Rebound,FIBA_Off Screen,FIBA_Hand Off,FIBA_Cluster,INTL_P&R Ball Handler,INTL_Spot-Up,INTL_Transition,INTL_ISO,INTL_Post-Up,INTL_P&R Roll Man,INTL_Cut,INTL_Offensive Rebound,INTL_Off Screen,INTL_Hand Off,INTL_Cluster,NBA_P&R Ball Handler,NBA_Spot-Up,NBA_Transition,NBA_ISO,NBA_Post-Up,NBA_P&R Roll Man,NBA_Cut,NBA_Offensive Rebound,NBA_Off Screen,NBA_Hand Off,NBA_Cluster
3723,,,,,,,,,,,,8,219,36,5,0,2,10,35,30,10,4,,,,,,,,,,,
3781,,,,,,,,,,,,182,39,35,52,2,0,6,14,10,15,2,,,,,,,,,,,
3531,,,,,,,,,,,,33,122,58,7,6,0,54,66,2,6,4,,,,,,,,,,,
3442,,,,,,,,,,,,1,28,22,9,108,54,50,78,3,0,5,,,,,,,,,,,
3540,,,,,,,,,,,,78,104,62,21,0,0,27,46,9,6,6,,,,,,,,,,,
3923,,,,,,,,,,,,215,53,22,27,0,0,1,7,20,8,2,,,,,,,,,,,
4023,,,,,,,,,,,,150,76,43,13,1,0,5,7,31,27,1,,,,,,,,,,,
3593,,,,,,,,,,,,0,17,26,3,56,73,90,87,0,0,3,,,,,,,,,,,
3598,,,,,,,,,,,,22,113,42,12,28,5,53,68,7,2,4,,,,,,,,,,,
3614,,,,,,,,,,,,42,83,90,15,5,1,70,30,12,4,6,,,,,,,,,,,
3626,,,,,,,,,,,,1,96,14,13,139,43,10,28,8,0,0,,,,,,,,,,,
3596,,,,,,,,,,,,1,66,37,11,51,91,51,37,5,1,0,,,,,,,,,,,
3645,,,,,,,,,,,,1,87,41,6,58,57,35,64,2,0,0,,,,,,,,,,,
3837,,,,,,,,,,,,107,44,43,67,41,2,15,15,15,2,1,,,,,,,,,,,
3891,,,,,,,,,,,,127,80,36,18,25,0,30,19,6,10,1,,,,,,,,,,,
3872,,,,,,,,,,,,203,48,44,19,1,0,2,13,10,10,2,,,,,,,,,,,
3927,,,,,,,,,,,,173,65,31,47,3,1,5,10,11,4,1,,,,,,,,,,,
4312,,,,,,,,,,,,254,36,16,25,0,0,2,0,8,9,2,,,,,,,,,,,
3625,,,,,,,,,,,,108,91,78,44,1,0,3,10,6,8,6,,,,,,,,,,,
3666,,,,,,,,,,,,20,124,26,79,19,37,7,9,28,0,4,,,,,,,,,,,
3830,,,,,,,,,,,,109,28,35,53,50,0,25,32,6,11,1,,,,,,,,,,,
3995,,,,,,,,,,,,185,69,38,10,4,0,5,8,18,12,2,,,,,,,,,,,
3996,,,,,,,,,,,,166,16,62,59,0,0,11,21,3,11,1,,,,,,,,,,,
3631,,,,,,,,,,,,0,12,18,2,38,115,92,71,0,0,3,,,,,,,,,,,
3703,,,,,,,,,,,,114,104,50,10,6,1,7,10,39,7,6,,,,,,,,,,,
3763,,,,,,,,,,,,138,96,33,39,0,0,11,16,8,6,1,,,,,,,,,,,
3878,,,,,,,,,,,,176,54,44,38,2,0,0,9,10,14,2,,,,,,,,,,,
3948,,,,,,,,,,,,183,58,18,40,11,0,10,12,6,8,2,,,,,,,,,,,
3418,,,,,,,,,,,,0,12,15,2,159,46,31,79,1,0,5,,,,,,,,,,,
3714,,,,,,,,,,,,135,38,69,31,2,0,21,12,28,9,1,,,,,,,,,,,
3733,,,,,,,,,,,,57,102,47,22,18,11,14,18,45,11,6,,,,,,,,,,,
3917,,,,,,,,,,,,160,65,27,29,3,0,12,10,29,10,1,,,,,,,,,,,
3430,,,,,,,,,,,,0,2,18,0,29,102,79,114,0,0,3,,,,,,,,,,,
3549,,,,,,,,,,,,60,117,52,13,1,0,30,16,35,20,6,,,,,,,,,,,
3602,,,,,,,,,,,,1,69,29,19,98,14,51,58,5,0,0,,,,,,,,,,,
3684,,,,,,,,,,,,0,54,27,0,19,86,63,93,1,1,3,,,,,,,,,,,
3876,,,,,,,,,,,,157,82,40,21,1,0,12,15,13,3,1,,,,,,,,,,,
3901,,,,,,,,,,,,158,75,41,22,2,1,3,25,10,7,1,,,,,,,,,,,
3835,,,,,,,,,,,,58,108,46,10,1,0,21,30,56,13,6,,,,,,,,,,,
3986,,,,,,,,,,,,117,92,34,44,0,0,13,22,12,9,1,,,,,,,,,,,
3694,,,,,,,,,,,,26,110,36,36,57,18,18,24,15,2,0,,,,,,,,,,,
3926,,,,,,,,,,,,171,60,26,34,1,0,6,23,13,8,1,,,,,,,,,,,
3414,,,,,,,,,,,,0,1,37,0,40,91,69,103,0,0,3,,,,,,,,,,,
3571,,,,,,,,,,,,0,0,21,2,165,26,57,70,0,0,5,,,,,,,,,,,
3674,,,,,,,,,,,,2,12,17,17,125,59,62,46,1,0,5,,,,,,,,,,,
3977,,,,,,,,,,,,149,32,49,81,1,0,2,22,2,3,1,,,,,,,,,,,
3987,,,,,,,,,,,,194,48,38,45,0,0,1,7,3,5,2,,,,,,,,,,,
4078,,,,,,,,,,,,211,51,17,14,9,0,7,14,7,11,2,,,,,,,,,,,
3589,,,,,,,,,,,,1,42,11,11,93,53,51,74,4,0,5,,,,,,,,,,,
3618,,,,,,,,,,,,7,94,18,9,90,46,32,40,2,2,0,,,,,,,,,,,
3624,,,,,,,,,,,,78,90,49,31,40,0,18,13,11,10,6,,,,,,,,,,,
3788,,,,,,,,,,,,2,86,33,6,123,28,24,31,6,1,0,,,,,,,,,,,
3947,,,,,,,,,,,,197,37,40,41,3,0,3,2,13,4,2,,,,,,,,,,,
3958,,,,,,,,,,,,166,86,48,11,1,0,2,17,5,4,1,,,,,,,,,,,
3309,,,,,,,,,,,,0,2,7,0,88,79,81,82,0,0,3,,,,,,,,,,,
3718,,,,,,,,,,,,0,152,41,4,18,14,54,56,0,0,4,,,,,,,,,,,
3821,,,,,,,,,,,,44,131,44,7,5,0,37,36,27,8,4,,,,,,,,,,,
4195,,,,,,,,,,,,220,35,29,30,0,0,3,11,4,7,2,,,,,,,,,,,
3461,,,,,,,,,,,,2,7,13,3,136,68,58,51,0,0,5,,,,,,,,,,,
3592,,,,,,,,,,,,5,31,33,47,72,65,45,37,2,1,5,,,,,,,,,,,
3838,,,,,,,,,,,,133,100,37,25,2,0,7,11,16,7,1,,,,,,,,,,,
3534,,,,,,,,,,,,1,4,22,2,74,63,63,108,0,0,3,,,,,,,,,,,
4165,,,,,,,,,,,,205,45,30,25,0,0,6,18,1,7,2,,,,,,,,,,,
3559,,,,,,,,,,,,2,78,30,4,40,52,55,68,7,0,0,,,,,,,,,,,
3594,,,,,,,,,,,,1,18,26,4,79,55,64,89,0,0,3,,,,,,,,,,,
3797,,,,,,,,,,,,70,83,57,21,1,0,23,34,30,17,6,,,,,,,,,,,
3405,,,,,,,,,,,,1,9,26,6,78,70,69,75,0,1,3,,,,,,,,,,,
3407,,,,,,,,,,,,0,9,10,2,119,51,55,89,0,0,5,,,,,,,,,,,
3650,,,,,,,,,,,,1,30,10,13,58,66,75,76,4,2,3,,,,,,,,,,,
3732,,,,,,,,,,,,0,64,16,11,79,52,36,69,8,0,0,,,,,,,,,,,
3992,,,,,,,,,,,,161,61,54,20,0,0,10,16,8,5,1,,,,,,,,,,,
4250,,,,,,,,,,,,204,61,24,34,1,0,1,1,4,5,2,,,,,,,,,,,
3672,,,,,,,,,,,,0,54,28,5,77,46,60,57,6,1,0,,,,,,,,,,,
3866,,,,,,,,,,,,154,88,35,18,0,0,3,9,21,6,1,,,,,,,,,,,
4144,,,,,,,,,,,,201,51,33,27,1,0,2,7,5,7,2,,,,,,,,,,,
3439,,,,,,,,,,,,2,33,29,14,66,63,75,43,6,2,3,,,,,,,,,,,
3607,,,,,,,,,,,,0,3,39,0,65,89,79,58,0,0,3,,,,,,,,,,,
3853,,,,,,,,,,,,158,61,49,24,2,0,4,7,21,7,1,,,,,,,,,,,
3713,,,,,,,,,,,,87,67,46,43,22,2,8,32,17,8,6,,,,,,,,,,,
3789,,,,,,,,,,,,56,121,55,13,6,1,20,34,16,10,6,,,,,,,,,,,
3795,,,,,,,,,,,,26,99,50,14,0,0,18,25,81,19,6,,,,,,,,,,,
4007,,,,,,,,,,,,208,27,23,54,0,0,5,9,1,5,2,,,,,,,,,,,
4059,,,,,,,,,,,,182,46,22,31,0,0,14,4,18,15,2,,,,,,,,,,,
4066,,,,,,,,,,,,151,50,24,43,36,0,4,13,8,3,1,,,,,,,,,,,
4305,,,,,,,,,,,,254,21,17,13,0,0,5,10,4,8,2,,,,,,,,,,,
3697,,,,,,,,,,,,38,105,54,28,32,10,14,28,12,10,4,,,,,,,,,,,
3699,,,,,,,,,,,,83,90,60,25,1,1,12,19,24,16,6,,,,,,,,,,,
3742,,,,,,,,,,,,7,132,42,16,31,16,30,35,19,3,4,,,,,,,,,,,
3753,,,,,,,,,,,,114,94,43,24,4,1,11,13,19,8,1,,,,,,,,,,,
3976,,,,,,,,,,,,178,80,20,30,0,0,2,13,3,5,2,,,,,,,,,,,
3981,,,,,,,,,,,,191,59,32,31,0,0,4,4,6,4,2,,,,,,,,,,,
3470,,,,,,,,,,,,1,7,15,0,165,28,59,55,0,0,5,,,,,,,,,,,
3670,,,,,,,,,,,,18,94,54,24,20,4,29,66,15,6,4,,,,,,,,,,,
3737,,,,,,,,,,,,0,27,21,0,101,80,43,58,0,0,5,,,,,,,,,,,
3773,,,,,,,,,,,,59,133,26,5,7,8,12,27,43,10,4,,,,,,,,,,,
4099,,,,,,,,,,,,187,63,24,16,2,0,6,20,5,7,2,,,,,,,,,,,
3635,,,,,,,,,,,,3,84,30,20,70,48,20,46,8,0,0,,,,,,,,,,,
3918,,,,,,,,,,,,113,55,49,44,17,1,5,13,25,7,1,,,,,,,,,,,
3771,,,,,,,,,,,,27,98,67,6,13,5,25,54,16,17,4,,,,,,,,,,,
3812,,,,,,,,,,,,92,71,40,19,14,1,29,42,11,9,6,,,,,,,,,,,
3641,,,,,,,,,,,,31,77,61,40,22,5,25,57,8,1,6,,,,,,,,,,,
3682,,,,,,,,,,,,2,117,36,14,51,25,29,49,4,0,0,,,,,,,,,,,
4068,,,,,,,,,,,,246,30,23,13,0,0,3,6,1,5,2,,,,,,,,,,,
3700,,,,,,,,,,,,1,16,25,1,61,71,103,47,1,0,3,,,,,,,,,,,
3941,,,,,,,,,,,,72,113,38,19,1,1,8,21,46,7,6,,,,,,,,,,,
3501,,,,,,,,,,,,1,8,10,7,79,93,64,62,0,1,3,,,,,,,,,,,
3736,,,,,,,,,,,,36,112,60,29,3,0,31,42,10,2,4,,,,,,,,,,,
3747,,,,,,,,,,,,52,114,48,16,10,0,32,33,16,4,6,,,,,,,,,,,
3786,,,,,,,,,,,,104,88,34,29,1,0,2,7,53,7,6,,,,,,,,,,,
3792,,,,,,,,,,,,52,106,49,28,2,0,7,29,41,11,6,,,,,,,,,,,
3815,,,,,,,,,,,,0,24,6,10,176,56,25,28,0,0,5,,,,,,,,,,,
3857,,,,,,,,,,,,1,115,41,8,55,62,12,19,11,1,0,,,,,,,,,,,
3734,,,,,,,,,,,,57,113,39,46,4,18,13,26,5,3,6,,,,,,,,,,,
3845,,,,,,,,,,,,105,84,54,40,5,0,5,20,11,0,1,,,,,,,,,,,
3978,,,,,,,,,,,,165,37,35,28,25,1,23,4,2,4,2,,,,,,,,,,,
3752,,,,,,,,,,,,85,65,47,28,27,2,17,23,21,8,6,,,,,,,,,,,
3775,,,,,,,,,,,,0,71,14,4,61,83,55,28,5,2,0,,,,,,,,,,,
3979,,,,,,,,,,,,136,97,29,27,0,0,2,8,15,9,1,,,,,,,,,,,
4297,,,,,,,,,,,,186,47,17,51,0,0,2,16,2,2,2,,,,,,,,,,,
3578,,,,,,,,,,,,99,78,46,38,1,0,11,22,12,15,6,,,,,,,,,,,
3728,,,,,,,,,,,,21,113,55,14,4,1,43,67,1,3,4,,,,,,,,,,,
3787,,,,,,,,,,,,1,111,38,13,57,27,19,37,18,1,0,,,,,,,,,,,
3825,,,,,,,,,,,,3,142,44,16,15,19,9,30,39,5,4,,,,,,,,,,,
4814,,,,,,,,,,,,0,10,43,11,42,39,60,117,0,0,3,,,,,,,,,,,
3630,,,,,,,,,,,,0,49,29,21,73,18,65,53,12,1,0,,,,,,,,,,,
3688,,,,,,,,,,,,7,85,25,14,19,39,64,58,7,3,0,,,,,,,,,,,
3532,,,,,,,,,,,,1,1,21,3,99,59,79,56,1,0,5,,,,,,,,,,,
3678,,,,,,,,,,,,4,99,22,9,109,44,13,14,6,0,0,,,,,,,,,,,
3805,,,,,,,,,,,,90,85,57,21,0,1,9,29,18,10,6,,,,,,,,,,,
3632,,,,,,,,,,,,0,9,25,11,121,45,63,43,0,2,5,,,,,,,,,,,
3810,,,,,,,,,,,,1,5,5,0,83,73,58,94,0,0,3,,,,,,,,,,,
4070,,,,,,,,,,,,158,73,27,11,1,0,10,16,16,7,1,,,,,,,,,,,
4120,,,,,,,,,,,,218,40,17,15,0,0,7,12,5,5,2,,,,,,,,,,,
3551,,,,,,,,,,,,4,102,29,5,27,18,57,56,18,2,0,,,,,,,,,,,
3560,,,,,,,,,,,,1,20,28,15,61,76,41,73,3,0,3,,,,,,,,,,,
3656,,,,,,,,,,,,1,91,29,11,69,52,22,37,5,1,0,,,,,,,,,,,
3824,,,,,,,,,,,,95,72,38,46,28,0,8,13,9,9,1,,,,,,,,,,,
4160,,,,,,,,,,,,232,30,18,8,0,0,5,17,3,5,2,,,,,,,,,,,
3814,,,,,,,,,,,,143,51,41,34,0,0,5,6,30,7,1,,,,,,,,,,,
4027,,,,,,,,,,,,147,69,47,7,0,0,2,22,13,10,1,,,,,,,,,,,
3664,,,,,,,,,,,,4,75,33,6,58,25,58,43,9,4,0,,,,,,,,,,,
3794,,,,,,,,,,,,93,83,46,23,9,0,13,18,24,6,6,,,,,,,,,,,
4038,,,,,,,,,,,,178,30,48,42,1,0,2,3,3,8,2,,,,,,,,,,,
4117,,,,,,,,,,,,179,35,34,41,0,0,3,9,9,5,2,,,,,,,,,,,
3706,,,,,,,,,,,,0,79,30,4,43,47,63,44,3,1,0,,,,,,,,,,,
3843,,,,,,,,,,,,120,54,56,30,9,2,12,15,10,6,1,,,,,,,,,,,
3608,,,,,,,,,,,,0,4,18,1,152,41,29,66,2,0,5,,,,,,,,,,,
3637,,,,,,,,,,,,2,61,20,32,49,56,34,52,5,2,0,,,,,,,,,,,
3743,,,,,,,,,,,,1,29,28,11,43,28,85,80,4,4,3,,,,,,,,,,,
3869,,,,,,,,,,,,0,95,21,8,50,45,45,41,8,0,0,,,,,,,,,,,
3973,,,,,,,,,,,,141,37,42,31,5,0,10,12,26,9,1,,,,,,,,,,,
4005,,,,,,,,,,,,183,56,35,14,2,0,4,11,3,5,2,,,,,,,,,,,
4047,,,,,,,,,,,,99,75,24,40,3,0,5,16,35,16,1,,,,,,,,,,,
3558,,,,,,,,,,,,0,60,12,0,86,71,30,47,6,0,5,,,,,,,,,,,
3799,,,,,,,,,,,,63,97,58,6,9,0,17,24,26,12,6,,,,,,,,,,,
3875,,,,,,,,,,,,48,79,70,17,36,3,26,26,5,2,6,,,,,,,,,,,
3716,,,,,,,,,,,,2,32,31,4,33,65,57,84,2,1,3,,,,,,,,,,,
3811,,,,,,,,,,,,0,119,18,2,70,29,33,27,11,2,0,,,,,,,,,,,
3860,,,,,,,,,,,,0,68,19,7,53,59,44,25,34,2,0,,,,,,,,,,,
3893,,,,,,,,,,,,91,59,35,13,20,0,42,39,6,6,6,,,,,,,,,,,
3938,,,,,,,,,,,,98,72,38,51,7,0,7,14,14,9,1,,,,,,,,,,,
4102,,,,,,,,,,,,182,49,26,10,0,0,3,12,14,14,2,,,,,,,,,,,
3580,,,,,,,,,,,,4,139,37,7,47,24,18,28,5,0,4,,,,,,,,,,,
3756,,,,,,,,,,,,9,91,15,11,68,50,13,34,18,0,0,,,,,,,,,,,
3884,,,,,,,,,,,,0,129,10,5,22,37,23,39,43,0,4,,,,,,,,,,,
4198,,,,,,,,,,,,153,45,31,33,10,0,3,8,15,10,1,,,,,,,,,,,
4263,,,,,,,,,,,,191,38,19,49,1,0,1,6,1,2,2,,,,,,,,,,,
3778,,,,,,,,,,,,46,116,41,12,0,3,33,48,4,4,4,,,,,,,,,,,
3971,,,,,,,,,,,,164,49,43,20,0,0,11,6,6,8,2,,,,,,,,,,,
4079,,,,,,,,,,,,134,53,27,14,0,1,1,3,46,28,1,,,,,,,,,,,
4291,,,,,,,,,,,,205,30,22,19,5,0,4,7,4,11,2,,,,,,,,,,,
3644,,,,,,,,,,,,0,7,13,1,110,65,55,55,0,0,5,,,,,,,,,,,
3671,,,,,,,,,,,,1,38,20,1,52,75,59,58,1,1,3,,,,,,,,,,,
4196,,,,,,,,,,,,149,55,32,39,0,0,0,7,14,10,1,,,,,,,,,,,
3661,,,,,,,,,,,,3,61,35,51,79,40,14,18,1,3,0,,,,,,,,,,,
3686,,,,,,,,,,,,0,7,25,5,49,77,59,83,0,0,3,,,,,,,,,,,
3738,,,,,,,,,,,,0,74,15,1,85,57,23,42,7,1,0,,,,,,,,,,,
3849,,,,,,,,,,,,12,113,65,5,5,2,31,36,21,15,4,,,,,,,,,,,
3851,,,,,,,,,,,,29,126,66,8,1,2,11,35,13,14,4,,,,,,,,,,,
3956,,,,,,,,,,,,101,59,30,34,34,0,13,24,5,5,1,,,,,,,,,,,
3696,,,,,,,,,,,,5,30,16,11,44,80,60,54,3,1,3,,,,,,,,,,,
3755,,,,,,,,,,,,0,15,40,0,32,41,52,124,0,0,3,,,,,,,,,,,
3776,,,,,,,,,,,,4,116,28,11,29,23,50,34,9,0,4,,,,,,,,,,,
3749,,,,,,,,,,,,4,119,41,16,38,13,24,34,13,1,4,,,,,,,,,,,
4097,,,,,,,,,,,,147,80,23,22,0,0,5,12,7,7,1,,,,,,,,,,,
4152,,,,,,,,,,,,158,33,20,73,0,0,2,9,2,6,2,,,,,,,,,,,
3906,,,,,,,,,,,,78,112,44,9,0,0,16,9,24,10,6,,,,,,,,,,,
4045,,,,,,,,,,,,169,47,29,20,7,0,2,13,6,9,2,,,,,,,,,,,
4231,,,,,,,,,,,,172,68,14,19,1,0,1,16,4,7,2,,,,,,,,,,,
3685,,,,,,,,,,,,0,40,10,8,129,34,37,41,1,1,5,,,,,,,,,,,
3693,,,,,,,,,,,,7,86,29,51,58,6,24,31,8,1,0,,,,,,,,,,,
3707,,,,,,,,,,,,1,33,28,12,66,44,40,77,0,0,3,,,,,,,,,,,
3766,,,,,,,,,,,,16,124,39,3,6,4,52,31,22,4,4,,,,,,,,,,,
3392,,,,,,,,,,,,0,1,10,1,54,92,62,80,0,0,3,,,,,,,,,,,
3710,,,,,,,,,,,,2,38,25,0,61,68,46,60,0,0,3,,,,,,,,,,,
3842,,,,,,,,,,,,3,187,34,5,2,14,8,40,7,0,4,,,,,,,,,,,
3808,,,,,,,,,,,,0,148,27,3,41,25,18,23,13,1,4,,,,,,,,,,,
3868,,,,,,,,,,,,76,133,29,9,1,0,8,15,22,6,6,,,,,,,,,,,
4000,,,,,,,,,,,,155,53,38,21,1,0,2,10,11,8,2,,,,,,,,,,,
3770,,,,,,,,,,,,1,86,24,16,59,40,19,40,12,1,0,,,,,,,,,,,
3802,,,,,,,,,,,,2,132,13,11,48,26,21,31,13,1,4,,,,,,,,,,,
3833,,,,,,,,,,,,87,85,37,27,1,0,17,13,28,3,6,,,,,,,,,,,
3943,,,,,,,,,,,,104,45,40,8,3,0,21,6,65,6,1,,,,,,,,,,,
4199,,,,,,,,,,,,196,44,30,13,0,0,3,8,2,2,2,,,,,,,,,,,
4046,,,,,,,,,,,,103,63,67,21,4,0,11,4,18,6,1,,,,,,,,,,,
3746,,,,,,,,,,,,0,20,14,2,89,59,52,59,1,0,5,,,,,,,,,,,
3793,,,,,,,,,,,,78,89,55,17,4,0,17,23,7,6,6,,,,,,,,,,,
3847,,,,,,,,,,,,106,98,26,30,9,1,2,17,2,5,1,,,,,,,,,,,
3942,,,,,,,,,,,,101,76,51,7,13,0,13,10,20,5,1,,,,,,,,,,,
4056,,,,,,,,,,,,121,61,23,11,23,1,20,16,18,2,1,,,,,,,,,,,
3708,,,,,,,,,,,,32,67,42,16,40,9,26,42,9,12,0,,,,,,,,,,,
3764,,,,,,,,,,,,47,108,49,9,16,2,19,32,11,2,4,,,,,,,,,,,
3832,,,,,,,,,,,,13,107,44,22,12,6,19,32,33,7,4,,,,,,,,,,,
3870,,,,,,,,,,,,6,69,36,53,49,17,22,26,15,2,0,,,,,,,,,,,
3711,,,,,,,,,,,,0,79,21,3,90,26,32,34,9,0,0,,,,,,,,,,,
3887,,,,,,,,,,,,19,123,30,31,23,3,7,13,43,2,4,,,,,,,,,,,
3907,,,,,,,,,,,,152,64,42,12,1,0,1,8,7,7,1,,,,,,,,,,,
3591,,,,,,,,,,,,0,0,14,0,34,53,72,120,0,0,3,,,,,,,,,,,
4105,,,,,,,,,,,,156,73,21,11,0,0,5,12,7,8,2,,,,,,,,,,,
4161,,,,,,,,,,,,141,53,39,31,0,0,3,8,7,11,1,,,,,,,,,,,
3704,,,,,,,,,,,,3,126,17,16,29,25,31,37,6,2,4,,,,,,,,,,,
3920,,,,,,,,,,,,140,42,29,11,10,0,16,18,23,3,1,,,,,,,,,,,
3683,,,,,,,,,,,,0,3,13,0,18,71,64,122,0,0,3,,,,,,,,,,,
3818,,,,,,,,,,,,77,75,43,22,7,0,11,15,27,14,6,,,,,,,,,,,
4164,,,,,,,,,,,,166,30,33,33,1,0,5,4,4,15,2,,,,,,,,,,,
4163,,,,,,,,,,,,196,27,26,27,0,0,0,6,3,5,2,,,,,,,,,,,
4204,,,,,,,,,,,,186,13,21,47,6,0,3,5,0,9,2,,,,,,,,,,,
3669,,,,,,,,,,,,0,8,12,10,112,43,63,39,0,2,5,,,,,,,,,,,
3751,,,,,,,,,,,,9,107,48,24,26,16,13,19,20,7,4,,,,,,,,,,,
3874,,,,,,,,,,,,54,79,39,18,27,1,8,29,27,7,6,,,,,,,,,,,
3999,,,,,,,,,,,,148,40,52,13,0,1,4,4,21,6,1,,,,,,,,,,,
4057,,,,,,,,,,,,109,76,31,16,5,0,15,18,14,5,1,,,,,,,,,,,
4087,,,,,,,,,,,,175,46,28,17,0,0,3,8,7,5,2,,,,,,,,,,,
4095,,,,,,,,,,,,143,50,22,30,6,0,6,16,12,4,1,,,,,,,,,,,
3798,,,,,,,,,,,,2,122,23,6,20,32,26,34,20,3,4,,,,,,,,,,,
3836,,,,,,,,,,,,14,96,48,10,50,10,17,41,2,0,0,,,,,,,,,,,
3881,,,,,,,,,,,,94,62,33,23,2,0,7,25,25,17,1,,,,,,,,,,,
3883,,,,,,,,,,,,0,123,16,0,14,29,42,55,8,1,4,,,,,,,,,,,
4048,,,,,,,,,,,,141,59,33,23,0,0,4,15,5,8,1,,,,,,,,,,,
4121,,,,,,,,,,,,153,38,51,26,3,0,5,11,0,1,2,,,,,,,,,,,
3695,,,,,,,,,,,,0,25,20,3,90,52,57,40,0,0,5,,,,,,,,,,,
3758,,,,,,,,,,,,0,28,24,1,35,67,77,53,2,0,3,,,,,,,,,,,
3826,,,,,,,,,,,,149,26,37,22,0,0,7,6,26,14,2,,,,,,,,,,,
3968,,,,,,,,,,,,101,61,49,13,1,1,16,23,12,10,1,,,,,,,,,,,
4201,,,,,,,,,,,,176,21,27,44,0,0,6,4,3,6,2,,,,,,,,,,,
3841,,,,,,,,,,,,29,31,44,17,73,1,23,51,17,0,0,,,,,,,,,,,
4006,,,,,,,,,,,,132,31,53,54,1,0,2,5,3,5,1,,,,,,,,,,,
3783,,,,,,,,,,,,0,34,27,6,24,72,60,60,1,1,3,,,,,,,,,,,
3729,,,,,,,,,,,,0,23,12,9,82,29,71,57,1,0,5,,,,,,,,,,,
3850,,,,,,,,,,,,0,6,21,9,83,66,45,53,1,0,5,,,,,,,,,,,
3859,,,,,,,,,,,,104,49,33,38,14,0,8,8,22,8,1,,,,,,,,,,,
3940,,,,,,,,,,,,40,118,35,10,4,0,20,29,23,5,4,,,,,,,,,,,
3950,,,,,,,,,,,,0,9,7,6,147,28,35,52,0,0,5,,,,,,,,,,,
4029,,,,,,,,,,,,102,98,31,15,0,0,4,28,4,2,1,,,,,,,,,,,
4277,,,,,,,,,,,,143,83,14,15,1,0,4,10,8,6,1,,,,,,,,,,,
4122,,,,,,,,,,,,152,51,31,25,0,0,5,8,5,6,2,,,,,,,,,,,
3877,,,,,,,,,,,,0,38,6,4,23,81,59,68,0,3,3,,,,,,,,,,,
3919,,,,,,,,,,,,122,51,30,19,19,1,4,8,21,7,1,,,,,,,,,,,
4119,,,,,,,,,,,,177,29,40,7,0,0,9,4,8,8,2,,,,,,,,,,,
3840,,,,,,,,,,,,61,91,51,19,3,0,16,25,10,5,6,,,,,,,,,,,
3937,,,,,,,,,,,,2,159,22,6,5,23,23,28,11,1,4,,,,,,,,,,,
4001,,,,,,,,,,,,60,112,30,29,1,0,12,14,16,6,6,,,,,,,,,,,
3963,,,,,,,,,,,,135,51,31,41,0,0,2,3,13,3,1,,,,,,,,,,,
4279,,,,,,,,,,,,129,70,31,17,0,0,1,17,5,9,1,,,,,,,,,,,
4355,,,,,,,,,,,,200,19,19,28,0,0,1,0,4,8,2,,,,,,,,,,,
3813,,,,,,,,,,,,0,26,27,5,82,36,52,46,3,1,5,,,,,,,,,,,
3817,,,,,,,,,,,,0,82,16,1,51,30,53,44,1,0,0,,,,,,,,,,,
3828,,,,,,,,,,,,1,4,13,0,67,69,63,61,0,0,3,,,,,,,,,,,
3921,,,,,,,,,,,,0,3,7,0,202,15,23,28,0,0,5,,,,,,,,,,,
3954,,,,,,,,,,,,45,90,35,10,3,2,28,27,26,12,6,,,,,,,,,,,
4118,,,,,,,,,,,,67,93,51,17,3,1,9,22,11,4,6,,,,,,,,,,,
4471,,,,,,,,,,,,161,25,24,46,0,0,5,5,4,8,2,,,,,,,,,,,
3616,,,,,,,,,,,,0,5,13,0,37,71,80,71,0,0,3,,,,,,,,,,,
3846,,,,,,,,,,,,1,99,32,2,59,30,17,32,5,0,0,,,,,,,,,,,
3908,,,,,,,,,,,,3,32,29,1,14,102,36,57,3,0,3,,,,,,,,,,,
4216,,,,,,,,,,,,132,42,18,32,0,1,3,6,32,11,1,,,,,,,,,,,
4301,,,,,,,,,,,,129,50,31,29,7,6,7,7,7,4,1,,,,,,,,,,,
3772,,,,,,,,,,,,27,102,50,33,7,0,14,10,27,6,4,,,,,,,,,,,
3796,,,,,,,,,,,,26,62,31,16,3,0,9,8,110,11,6,,,,,,,,,,,
3960,,,,,,,,,,,,34,105,41,3,1,2,14,56,16,4,4,,,,,,,,,,,
4037,,,,,,,,,,,,20,105,33,6,8,3,10,16,68,7,4,,,,,,,,,,,
4244,,,,,,,,,,,,151,42,39,9,1,1,2,8,9,14,2,,,,,,,,,,,
4021,,,,,,,,,,,,109,32,51,28,4,0,4,12,19,16,1,,,,,,,,,,,
4147,,,,,,,,,,,,36,132,30,8,1,0,7,35,18,8,4,,,,,,,,,,,
3739,,,,,,,,,,,,0,9,9,1,71,78,45,59,0,2,3,,,,,,,,,,,
3855,,,,,,,,,,,,41,89,33,8,4,1,25,30,24,19,6,,,,,,,,,,,
3880,,,,,,,,,,,,3,120,21,9,34,16,39,25,5,2,4,,,,,,,,,,,
3892,,,,,,,,,,,,6,98,19,5,37,15,55,25,13,1,0,,,,,,,,,,,
3900,,,,,,,,,,,,0,44,22,9,68,62,31,33,4,1,5,,,,,,,,,,,
4139,,,,,,,,,,,,134,41,31,21,1,0,14,14,4,14,1,,,,,,,,,,,
